run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_name,library_strategy,library_layout,sample_accession,sample_title,bioproject,instrument,run_total_bases,ena first public,ena last update,insdc center alias,insdc center name,collection date,depth,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (elevation),geographic location (latitude),geographic location (longitude),investigation type,microbial mat/biofilm environmental package,project name,sample name,sequencing method,Environment_Broad_Scale,Specific_Environment,Broader Category
ERR1543536,ERP016533,Metagenomic analysis of microbial mat of hot springs,ERX1614301,Illumina HiSeq 3000 paired end sequencing,Illumina HiSeq 3000 paired end sequencing,microbial mat metagenome,WGS,PAIRED,ERS1261129,,PRJEB14856,Illumina HiSeq 3000,3817627560,2016-09-18,2016-10-21,UNIVERSITY OF DELHI,UNIVERSITY OF DELHI,2012-06-12,10,Terrestrial Biome,Habitat,Microbial Mat,India,1760,32.02,77.34,metagenome,microbial mat/biofilm,Metagenomic analysis of microbial mat of Manikaran hot springs,R_MM2,Illumina,,,Extreme environment
