run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_name,library_strategy,library_layout,sample_accession,sample_title,bioproject,instrument,run_total_bases,host,geo_loc_name,lat_lon,source_material_id,Environment_Broad_Scale,Specific_Environment,Broader Category
SRR12668466,SRP283419,Tribolium castaneum associated microbiome 16 s,SRX9149075,TCOBL_F20_32_S32_L001_R1_001.fastq.gz,TCOBL_F20_32_S32_L001_R1_001.fastq.gz,insect metagenome,WGS,PAIRED,SRS7389917,,PRJNA663749,Illumina MiSeq,2140151632,Tribolium castaneum,India:Bangalore,12.9716 N 77.5946 E,TCOBL_F20_32_S32_L001_R1_001.fastq.gz,,,Host animal and insect
