run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_name,library_strategy,library_layout,sample_accession,sample_title,bioproject,instrument,run_total_bases,aliquot,host,isolation_source,geo_loc_name,lat_lon,Environment_Broad_Scale,Specific_Environment,Broader Category
SRR25241307,SRP448683,Response of Nano-N (nano-urea) and Nano-Zn fertilizers to soil microbial community,SRX20987580,Response of Nano-N (nano-urea) and Nano-Zn fertilizers to soil microbial community,Response of Nano-N (nano-urea) and Nano-Zn fertilizers to soil microbial community,rhizosphere metagenome,WGS,PAIRED,SRS18262605,,PRJNA992358,Ion Torrent S5,1300036685,biological replicate 3,Triticum aestivum,soil,India: New Delhi,28.38 N 77.09 E,,,Plant/ Fungi
