run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_name,library_strategy,library_layout,sample_accession,sample_title,bioproject,instrument,run_total_bases,depth,elev,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,isolation_source,host,Environment_Broad_Scale,Specific_Environment,Broader Category
SRR15032820,SRP326744,Surveillance of Environmental DNA,SRX11344360,Sambhar Salt lake filtered and  Normailzed metagenome Reads,Sambhar Salt lake filtered and  Normailzed metagenome Reads,soil metagenome,WGS,SINGLE,SRS9387315,,PRJNA743411,Illumina MiSeq,3812467923,1m,320m,not available,Not available,Not available,India: Sambhar Lake,Not Collected,soil,not applicable,,,Terrestrial/ soil
