run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_name,library_strategy,library_layout,sample_accession,sample_title,bioproject,instrument,run_total_bases,host,isolation_source,geo_loc_name,lat_lon,ref_biomaterial,samp_collect_device,samp_mat_process,samp_size,source_material_id,Environment_Broad_Scale,Specific_Environment,Broader Category
SRR2968863,SRP066880,wastewaters Metagenome,SRX1458227,Dried sludge metagenomic analysis from drying beds of WWTP,Dried sludge metagenomic analysis from drying beds of WWTP,wastewater metagenome,WGS,SINGLE,SRS1185765,,PRJNA304667,Ion Torrent PGM,1127220394,not applicable,waste water,India: Chandigarh,30.33 N 76.49000000 E,Primary publication,not applicable,not applicable,not applicable,not applicable,,,Built/ Engineered/ Industrial
