run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_name,library_strategy,library_layout,sample_accession,sample_title,bioproject,instrument,run_total_bases,depth,elev,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,Environment_Broad_Scale,Specific_Environment,Broader Category
SRR23724679,SRP426049,Mining nitrile hydrolysing enzymes from coal metagenome,SRX19585336,Coal metagenome,Coal metagenome,soil metagenome,WGS,PAIRED,SRS16968215,,PRJNA941822,Illumina NovaSeq 6000,14050248300,10,5,ENVO:00000428,ENVO:0000048,ENVO:00010483,India: Neyveli,11.533 N 79.48 E,,,Terrestrial/ soil
