run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_name,library_strategy,library_layout,sample_accession,sample_title,bioproject,instrument,run_total_bases,ena first public,ena last update,insdc center alias,insdc center name,collection date,depth,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (elevation),geographic location (latitude),geographic location (longitude),investigation type,project name,sample name,sediment environmental package,sequencing method,Environment_Broad_Scale,Specific_Environment,Broader Category
ERR1545491,ERP016572,Metagenomic analysis of sediment (MNS3) of Manikaran hot springs,ERX1616261,Illumina HiSeq 3000 paired end sequencing,Illumina HiSeq 3000 paired end sequencing,sediment metagenome,WGS,PAIRED,ERS1263689,,PRJEB14893,Illumina HiSeq 3000,2394703440,2016-09-21,2016-10-21,UNIVERSITY OF DELHI,UNIVERSITY OF DELHI,2016-06-12,10,Terrestrial Biome,Habitat,Sediment,India,1760,32.02,77.34,metagenome,Metagenomic analysis of sediment (MNS3) of Manikaran hot springs,R_MNS3,sediment,Illumina,,,Aquatic/ Marine
